"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"str_iz_cfgmagazines_mag_ak101_30rnd1","Detachable box magazine for the AK-101 assault rifle. Holds up to 30 rounds of 5.56x45mm.","Detachable box magazine for the AK-101 assault rifle. Holds up to 30 rounds of 5.56x45mm.","Odnímatelný schránkový zásobník na útočnou pušku AK-101. Pojme až 30 nábojů ráže  5,56x45 mm.","Abnehmbares Kastenmagazin für das AK-101-Sturmgewehr. Fasst bis zu 30 Schuss 5.56x45mm-Munition.","Съемный коробчатый магазин для автомата AK-101. Вмещает до 30 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AK-101. Mieści 30 naboi 5,56x45 mm.","Detachable box magazine for the AK-101 assault rifle. Holds up to 30 rounds of 5.56x45mm.","Caricatore estraibile per fucile d’assalto AK-101. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Un cargador desmontable para el fusil de asalto AK-101. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur amovible pour fusil d'assaut AK-101. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","可拆卸式盒裝彈匣，適用 AK-101 突擊步槍。最多能裝 30 發 5.56x45mm 子彈。","AK-101 アサルトライフルのための取り外し可能な箱弾倉。5.56x45mm を最大 30 発装填できる。","Detachable box magazine for the AK-101 assault rifle. Holds up to 30 rounds of 5.56x45mm.","AK-101 突击步枪的可拆卸盒式弹匣。可容纳最多 30 发 5.56x45 毫米子弹。",

"str_iz_cfgmagazines_mag_ak74_30rnd0","30rd AK-74 Mag","30rd AK-74 Mag","Zásobník AK-74, 30 ran","30-Schuss-AK-74-Magazin","Маг. AK-74 на 30 пат.","Magazynek na 30 naboi AK-74","30rd AK-74 Mag","Caricatore AK-74 30 clp","Cargador de 30 proyectiles de AK-74","Chargeur 30 balles AK-74","30 發 AK-74 彈匣","30rd AK-74 マガジン","30rd AK-74 Mag","30 发子弹 AK-74 弹匣",
"str_iz_cfgmagazines_mag_ak74_30rnd1","Detachable box magazine for the AK-74 assault rifle. Holds up to 30 rounds of 5.45x39mm.","Detachable box magazine for the AK-74 assault rifle. Holds up to 30 rounds of 5.45x39mm.","Odnímatelný schránkový zásobník na útočnou pušku AK-74. Pojme až 30 nábojů ráže 5,45x39 mm.","Abnehmbares Kastenmagazin für das AK-74-Sturmgewehr. Fasst bis zu 30 Schuss 5.45x39mm-Munition.","Съемный коробчатый магазин для автомата AK-74. Вмещает до 30 патронов калибра 5,45x39 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AK-74. Mieści 30 naboi 5,45x39 mm.","Detachable box magazine for the AK-74 assault rifle. Holds up to 30 rounds of 5.45x39mm.","Caricatore estraibile per fucile d’assalto AK-74. Contiene fino a 30 munizioni calibro 5.45x39 mm.","Un cargador desmontable para el fusil de asalto AK-74. Contiene hasta 30 proyectiles de 5,45x39 mm.","Un chargeur amovible pour fusil d'assaut AK-74. Contient jusqu'à 30 balles de calibre 5,45x39 mm.","可拆卸式盒裝彈匣，適用 AK-74 突擊步槍。最多能裝 30 發 5.45x39mm 子彈。","AK-74 アサルトライフルのための取り外し可能な箱弾倉。5.45x39mm を最大 30 発装填できる。","Detachable box magazine for the AK-74 assault rifle. Holds up to 30 rounds of 5.45x39mm.","AK-74 突击步枪的可拆卸盒式弹匣。可容纳最多 30 发 5.45x39 毫米子弹。",

"str_iz_cfgmagazines_mag_svd_10rnd0","10rd SVD Mag","10rd SVD Mag","Zásobník SVD, 10 ran","10-Schuss-SVD-Magazin","Магазин для SVD на 10 пат.","Magazynek na 10 naboi SVD","10rd SVD Mag","Caricatore SVD 10 clp","Cargador SVD de 10 proyectiles","Chargeur 10 balles de SVD","10 發 SVD 彈匣","10rd SVD マガジン","10rd SVD Mag","10 发子弹 SVD 弹匣",
"str_iz_cfgmagazines_mag_svd_10rnd1","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Odnímatelný schránkový zásobník na ostrostřeleckou pušku SVD. Pojme až 10 nábojů ráže 7,62x54 mmR.","Abnehmbares Kastenmagazin für das SVD-Scharfschützengewehr. Fasst bis zu 10 Schuss 7,62x54mmR-Munition.","Съемный коробчатый магазин для снайперской винтовки SVD. Вмещает до 10 патронов калибра 7,62x54 мм R.","Zewnętrzny magazynek pudełkowy do karabinu precyzyjnego SVD. Mieści 10 naboi 7,62x54 mm.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Caricatore estraibile per fucile da tiratore scelto SVD. Contiene fino a 10 munizioni calibro 7.62x54 mm R.","Un cargador desmontable para el fusil de tirador SVD. Contiene hasta 10 proyectiles de 7,62x54 mmR.","Un chargeur amovible pour fusil de précision SVD. Contient jusqu'à 10 balles de calibre 7,62x54 mm R.","可拆卸式盒裝彈匣，適用 SVD 特等射手步槍。最多能裝 10 發 7.62x54mmR 子彈。","SVD マークスマンライフルのための取り外し可能な箱弾倉。7.62x54mmR を最大 10 発装填できる。","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","SVD 精确射击步枪的可拆卸弹匣。可容纳最多 10 发 7.62x54mmR 子弹。",

"str_iz_cfgmagazines_mag_fal_20rnd0","20rd FAL Mag","20rd FAL Mag","Zásobník FAL, 20 ran","20-Schuss-FAL-Magazin","Магазин для FAL на 20 пат.","Magazynek na 20 naboi FAL","20rd FAL Mag","Caricatore FAL 20 clp","Cargador FAL de 20 proyectiles","Chargeur 20 balles de FAL","20 發 FAL 彈匣","20rd FAL マガジン","20rd FAL Mag","20 发子弹 FAL 弹匣",
"str_iz_cfgmagazines_mag_fal_20rnd1","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Odnímatelný schránkový zásobník na bojovou pušku FAL. Pojme až 20 nábojů ráže .308 WIN.","Abnehmbares Kastenmagazin für das FAL-Kampfgewehr. Fasst bis zu 20 Schuss .308 WIN-Munition.","Съемный коробчатый магазин для автоматической винтовки FAL. Вмещает до 20 патронов калибра .308 WIN.","Zewnętrzny magazynek pudełkowy do karabinu bojowego FAL. Mieści 20 naboi .308 Win.","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","Caricatore estraibile per fucile da battaglia FAL. Contiene fino a 20 munizioni calibro .308 WIN.","Un cargador desmontable para el fusil de combate FAL. Contiene hasta 20 proyectiles de .308 WIN.","Un chargeur amovible pour fusil d'assaut FAL. Contient jusqu'à 20 balles de calibre .308 Win.","可拆卸式盒裝彈匣，適用 FAL 戰鬥步槍。最多能裝 20 發 .308 WIN 子彈。","FAL バトルライフルのための取り外し可能な箱弾倉。.308 WIN を最大 20 発装填できる。","Detachable box magazine for the FAL battle rifle. Holds up to 20 rounds of .308 WIN.","FAL 战斗步枪的可拆卸弹匣。最多可容纳 20 发 .308 WIN 子弹。",

	"str_iz_cfgmagazines_mag_scout_5rnd0","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag","Scout 5Rnd mag",
	"str_iz_cfgmagazines_mag_scout_5rnd1","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.","5 round magazine for Scout rifle.",

"str_iz_cfgmagazines_mag_ump_25rnd0","25rd UMP-45 Mag","25rd UMP-45 Mag","Zásobník UMP-45, 25 ran","25-Schuss-UMP-45-Magazin","Магазин для UMP-45 на 25 пат.","Magazynek na 25 naboi UMP-45","25rd UMP-45 Mag","Caricatore UMP-45 25 clp","Cargador UMP-45 de 25 proyectiles","Chargeur 25 balles d'UMP-45","25 發 UMP-45 彈匣","25rd UMP-45 マガジン","25rd UMP-45 Mag","25 发子弹 UMP-45 弹匣",
"str_iz_cfgmagazines_mag_ump_25rnd1","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Odnímatelný schránkový zásobník na samopal UMP-45. Pojme až 25 nábojů ráže .45 ACP.","Abnehmbares Kastenmagazin für die UMP-45-Maschinenpistole. Fasst bis zu 25 Schuss .45 ACP-Munition.","Съемный коробчатый магазин для пистолета-пулемета UMP-45. Вмещает до 25 патронов калибра .45 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu maszynowego UMP-45. Mieści 25 naboi .45 ACP.","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Caricatore estraibile per mitra UMP-45. Contiene fino a 25 munizioni calibro .45 ACP.","Un cargador desmontable para la metralleta UMP-45. Contiene hasta 25 proyectiles de .45 ACP.","Un chargeur amovible pour pistolet mitrailleur UMP-45. Contient jusqu'à 25 balles de calibre .45 ACP.","可拆卸式盒裝彈匣，適用 UMP-45 機關槍。最多能裝 25 發 .45 ACP 子彈。","UMP-45 短機関銃のための取り外し可能な箱弾倉。.45 ACP を最大 25 発装填できる。","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","UMP-45 冲锋枪的可拆卸弹匣。可容纳最多 25 发 .45 ACP 子弹。",

"str_iz_cfgmagazines_mag_vss_10rnd0","10rd VSS Vintorez Mag","10rd VSS Vintorez Mag","Zásobník VSS Vintorez, 10 ran","10-Schuss-VSS Vintorez-Magazin","Магазин для ВСС Винторе́з на 10 пат.","Magazynek na 10 naboi VSS Vintorez","10rd VSS Vintorez Mag","Caricatore VSS Vintorez 10 clp","Cargador VSS Vintorez de 10 proyectiles","Chargeur 10 balles VSS Vintorez","10 發 VSS Vintorez 彈匣","10rd VSS Vintorez マガジン","10rd VSS Vintorez Mag","10 发子弹 VSS Vintorez 弹匣",
"str_iz_cfgmagazines_mag_vss_10rnd1","Detachable box magazine for VSS Vintorez marksmen rifle. Holds up to 10 rounds of 9x39mm.","Detachable box magazine for VSS Vintorez marksmen rifle. Holds up to 10 rounds of 9x39mm.","Odnímatelný schránkový zásobník na ostrostřeleckou pušku VSS Vintorez. Pojme až 10 nábojů ráže 9x39 mm.","Abnehmbares Kastenmagazin für das VSS Vintorez-Scharfschützengewehr. Fasst bis zu 10 Schuss 9x39mm-Munition.","Съемный коробчатый магазин для снайперской винтовки ВСС Винторе́з. Вмещает до 10 патронов калибра 9x39 мм.","Zewnętrzny magazynek pudełkowy do karabinu precyzyjnego VSS Vintorez. Mieści 10 naboi 9x39 mm.","Detachable box magazine for VSS Vintorez marksmen rifle. Holds up to 10 rounds of 9x39mm.","Caricatore estraibile per fucile da tiratore scelto VSS Vintorez. Contiene fino a 10 munizioni calibro 9x39 mm.","Un cargador desmontable para el fusil de tirador VSS Vintorez. Contiene hasta 10 proyectiles de 9x39 mm.","Un chargeur amovible pour fusil de précision VSS Vintorez. Contient jusqu'à 10 balles de calibre 9x39 mm.","可拆卸式盒裝彈匣，適用 VSS Vintorez 特等射手步槍。最多能裝 10 發 9x39mm 子彈。","VSS Vintorez マークスマンライフルのための取り外し可能な箱弾倉。9x39mm を最大 10 発装填できる。","Detachable box magazine for VSS Vintorez marksmen rifle. Holds up to 10 rounds of 9x39mm.","VSS Vintorez 精确射击步枪的可拆卸盒式弹匣。可容纳最多 10 发 9x39 毫米子弹。",

	"str_iz_cfgmagazines_mag_m249_box200rnd0","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box","200Rnd M249 box",
	"str_iz_cfgmagazines_mag_m249_box200rnd1","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.","Magazine for M249 machine gun with 200 rounds in it.",

	"str_iz_cfgmagazines_mag_12gasnaploader_2rnd0","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader","12ga Snap Loader",
	"str_iz_cfgmagazines_mag_12gasnaploader_2rnd1","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.","A snaploader for 12ga shells.",

"str_iz_cfgmagazines_mag_saiga_5rnd0","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag","5rd Saiga-12K Mag",
"str_iz_cfgmagazines_mag_saiga_5rnd1","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 5 shells.",

"str_iz_cfgmagazines_mag_saiga_8rnd0","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag","8rd Saiga-12K Mag",
"str_iz_cfgmagazines_mag_saiga_8rnd1","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.","Detachable box magazine for Saiga-12K shorgun. Holds up to 8 shells.",

"str_iz_cfgmagazines_mag_saiga_drum20rnd0","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag","20rd Drum Saiga-12K Mag",
"str_iz_cfgmagazines_mag_saiga_drum20rnd1","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.","Detachable drum magazine for Saiga-12K shorgun. Holds up to 20 shells.",

	"str_iz_cfgmagazines_mag_groza_20rnd0","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag","20Rnd Groza-4 Mag",
	"str_iz_cfgmagazines_mag_groza_20rnd1","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.","Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.",

	"str_iz_cfgmagazines_mag_makarovpb_8rnd0","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine","Makarov PB6P9 magazine",
	"str_iz_cfgmagazines_mag_makarovpb_8rnd1","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.","A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.",
